start,end,_1_What_is_your_age,_2_What_is_your_level_of_education,_3_How_many_years_have_you_been_engaged_in_strawberry_farming,_4_4_How_large_is_your_strawberry_farm,_5_5_Are_you_a_member_of_any_farmer_network_or_association,_6_6_How_often_do_you_attend_meetings_or_activities_organized_by_your_farmer_association,_7_7_Do_you_think_being_a_part_of_a_farmer_network_has_improved_your_farming_practices,_8_8_How_do_you_rate_the_support_you_receive_from_farmer_associations_in_terms_of_resources,_9_How_much_do_you_trust_other_strawberry_farmers_in_your_community,_10_How_often_do_you_exchange_farming_information_with_other_farmers,_11_Do_you_believe_the_information_shared_by_other_farmers_has_positively_impacted_your_strawberry_yields,_12_How_willing_are_you_to_share_your_own_farming_knowledge_with_other_strawberry_farmers,_13_Do_you_participate_in_any_group_activities_related_to_strawberry_farming,_14_How_often_does_your_community_engage_in_collective_action_to_solve_agricultural_challenges,_15_How_effective_has_collective_action_been_in_improving_strawberry_farming_outcomes_in_your_community,_16_Does_your_community_provide_any_form_of_support_during_farming_crises,_17_Do_you_use_organic_or_ecological_farming_practices,_18_How_satisfied_are_you_with_the_quality_of_your_soil_and_land_for_strawberry_farming,_19_How_accessible_are_agricultural_resources_in_your_region,_20_Have_you_received_any_formal_training_on_sustainable_strawberry_farming_techniques,_21_How_would_you_describe_your_strawberry_yields_over_the_past_year,_22_Has_your_strawberry_yield_increased_or_decreased_over_the_past_3_years,_23_What_do_you_think_is_the_most_significant_factor_limiting_your_strawberry_yields,_24_How_would_you_describe_your_strawberry_yields_over_the_past year,,,,,,,,_tags,_notes
2025-07-17T16:12:22.380+03:00,2025-07-17T16:13:02.975+03:00,41_50,secondary,2_5_years,4_6_acres,no,,,,moderately,frequently,moderately,slightly_willing,no,,slightly_effective,no,no,moderately_satisfied,moderately_accessible,no,moderate,decreased,climate_factors,moderately,,,,,,,,,
2025-07-17T16:13:03.002+03:00,2025-07-17T16:13:43.189+03:00,30_40,secondary,6_10_years,4_6_acres,no,,,,moderately,frequently,moderately,moderately_willing,no,,moderately_effective,no,no,moderately_satisfied,slightly_accessible,no,low,decreased,climate_factors,slightly,,,,,,,,,
2025-07-17T16:12:26.120+03:00,2025-07-17T16:13:54.375+03:00,below_30,secondary,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:13:54.484+03:00,2025-07-17T16:15:21.956+03:00,30_40,tertiary,2_5_years,1_3_acres,no,,,,moderately,occasionally,slightly,slightly_willing,no,,slightly_effective,no,,slightly_satisfied,slightly_accessible,yes,moderate,increased,lack_of_information_exchange,moderately,,,,,,,,,
2025-07-17T16:15:22.045+03:00,2025-07-17T16:17:24.918+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,moderately,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,limited_market_access,significantly,,,,,,,,,
2025-07-17T16:13:48.510+03:00,2025-07-17T16:18:50.773+03:00,30_40,secondary,2_5_years,1_3_acres,yes,occasionally,moderately,average,moderately,occasionally,moderately,moderately_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,remained_the_same,limited_market_access,moderately,,,,,,,,,
2025-07-17T16:17:25.014+03:00,2025-07-17T16:18:52.172+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:18:50.800+03:00,2025-07-17T16:19:33.435+03:00,41_50,secondary,2_5_years,4_6_acres,yes,always,significantly,excellent,completely,always,significantly,very_willing,yes,occasionally,moderately_effective,yes,yes,very_satisfied,moderately_accessible,yes,high,remained_the_same,limited_market_access,significantly,,,,,,,,,
2025-07-17T16:18:52.263+03:00,2025-07-17T16:19:45.304+03:00,30_40,secondary,2_5_years,1_3_acres,,,,,slightly,occasionally,slightly,slightly_willing,no,,moderately_effective,no,yes,moderately_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:19:33.459+03:00,2025-07-17T16:20:30.983+03:00,41_50,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,not_satisfied,not_accessible,no,low,decreased,lack_of_access_to_resources,not_at_all,,,,,,,,,
2025-07-17T16:19:45.386+03:00,2025-07-17T16:20:55.580+03:00,above_50,tertiary,more_than_10_years,more_than_6_acres,no,,,,moderately,frequently,moderately,moderately_willing,no,,moderately_effective,no,yes,moderately_satisfied,slightly_accessible,yes,moderate,increased,limited_market_access,moderately,,,,,,,,,
2025-07-17T16:20:31.007+03:00,2025-07-17T16:21:13.440+03:00,above_50,tertiary,2_5_years,less_than_1_acre,no,,,,not_at_all,occasionally,slightly,not_willing,no,,not_effective,no,yes,not_satisfied,not_accessible,no,low,decreased,lack_of_information_exchange,not_at_all,,,,,,,,,
2025-07-17T16:20:55.686+03:00,2025-07-17T16:21:53.608+03:00,below_30,tertiary,less_than_2_years,1_3_acres,,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,moderately_accessible,yes,low,decreased,lack_of_information_exchange,moderately,,,,,,,,,
2025-07-17T16:21:13.464+03:00,2025-07-17T16:22:01.457+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,no,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,not_at_all,,,,,,,,,
2025-07-17T16:22:01.480+03:00,2025-07-17T16:22:34.036+03:00,41_50,secondary,2_5_years,4_6_acres,no,,,,slightly,occasionally,not_at_all,not_willing,no,,slightly_effective,no,yes,slightly_satisfied,not_accessible,no,moderate,decreased,climate_factors,moderately,,,,,,,,,
2025-07-17T16:21:53.708+03:00,2025-07-17T16:22:45.552+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,moderately,occasionally,slightly,slightly_willing,no,,moderately_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:22:34.058+03:00,2025-07-17T16:23:17.602+03:00,30_40,secondary,6_10_years,4_6_acres,yes,always,significantly,excellent,completely,always,significantly,very_willing,yes,occasionally,moderately_effective,yes,yes,very_satisfied,very_accessible,yes,moderate,remained_the_same,limited_market_access,significantly,,,,,,,,,
2025-07-17T16:23:17.625+03:00,2025-07-17T16:24:02.590+03:00,41_50,secondary,2_5_years,4_6_acres,yes,occasionally,moderately,good,moderately,occasionally,moderately,moderately_willing,yes,rarely,moderately_effective,yes,yes,moderately_satisfied,moderately_accessible,yes,moderate,remained_the_same,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:24:02.614+03:00,2025-07-17T16:25:15.514+03:00,below_30,secondary,2_5_years,4_6_acres,yes,frequently,slightly,average,moderately,frequently,moderately,moderately_willing,yes,occasionally,slightly_effective,yes,yes,moderately_satisfied,moderately_accessible,yes,moderate,remained_the_same,climate_factors,moderately,,,,,,,,,
2025-07-17T16:22:45.651+03:00,2025-07-17T16:25:31.754+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T15:38:14.521+03:00,2025-07-17T15:39:11.510+03:00,below_30,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,moderately,frequently,slightly,very_willing,yes,rarely,not_effective,yes,yes,moderately_satisfied,moderately_accessible,no,very_low,increased decreased,climate_factors,slightly,,,,,,,,,
2025-07-17T16:27:24.114+03:00,2025-07-17T16:28:57.373+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,very_willing,no,,not_effective,no,yes,moderately_satisfied,slightly_accessible,yes,low,remained_the_same,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:25:31.860+03:00,2025-07-17T16:34:23.402+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:25:15.542+03:00,2025-07-17T16:35:36.719+03:00,30_40,no_formal_education,less_than_2_years,4_6_acres,yes,occasionally,moderately,average,moderately,frequently,moderately,moderately_willing,yes,occasionally,moderately_effective,yes,yes,moderately_satisfied,moderately_accessible,no,moderate,remained_the_same,limited_market_access,moderately,,,,,,,,,
2025-07-17T16:34:23.728+03:00,2025-07-17T16:35:37.773+03:00,41_50,no_formal_education,2_5_years,4_6_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:35:36.748+03:00,2025-07-17T16:36:07.796+03:00,41_50,no_formal_education,2_5_years,4_6_acres,no,,,,slightly,frequently,moderately,moderately_willing,no,,very_effective,no,yes,moderately_satisfied,slightly_accessible,no,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:35:37.885+03:00,2025-07-17T16:36:43.894+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:36:07.820+03:00,2025-07-17T16:36:45.476+03:00,above_50,tertiary,more_than_10_years,more_than_6_acres,no,,,,moderately,frequently,moderately,slightly_willing,no,,slightly_effective,yes,yes,not_satisfied,slightly_accessible,no,moderate,remained_the_same,climate_factors,moderately,,,,,,,,,
2025-07-17T16:36:45.500+03:00,2025-07-17T16:37:32.853+03:00,41_50,no_formal_education,2_5_years,4_6_acres,no,,,,completely,frequently,slightly,not_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:37:32.877+03:00,2025-07-17T16:38:11.337+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,frequently,moderately,slightly_willing,no,,slightly_effective,yes,yes,slightly_satisfied,slightly_accessible,no,low,decreased,climate_factors,moderately,,,,,,,,,
2025-07-17T16:36:43.997+03:00,2025-07-17T16:38:15.937+03:00,41_50,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,moderately_willing,no,,slightly_effective,no,yes,slightly_satisfied,moderately_accessible,yes,low,decreased,lack_of_information_exchange,moderately,,,,,,,,,
2025-07-17T16:38:11.363+03:00,2025-07-17T16:38:49.102+03:00,41_50,no_formal_education,6_10_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,remained_the_same,lack_of_access_to_resources,,,,,,,,,,
2025-07-17T16:38:16.039+03:00,2025-07-17T16:39:10.502+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:38:49.127+03:00,2025-07-17T16:39:59.529+03:00,41_50,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,no,slightly_satisfied,slightly_accessible,no,moderate,remained_the_same,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:39:10.599+03:00,2025-07-17T16:40:08.399+03:00,41_50,no_formal_education,6_10_years,1_3_acres,,,,,slightly,occasionally,slightly,moderately_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:40:08.503+03:00,2025-07-17T16:41:51.092+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:39:59.556+03:00,2025-07-17T16:42:49.032+03:00,41_50,no_formal_education,2_5_years,4_6_acres,no,,,,moderately,occasionally,moderately,moderately_willing,no,,moderately_effective,no,yes,moderately_satisfied,slightly_accessible,no,moderate,remained_the_same,limited_market_access,moderately,,,,,,,,,
2025-07-17T16:41:51.194+03:00,2025-07-17T16:43:13.137+03:00,30_40,secondary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:42:49.063+03:00,2025-07-17T16:44:23.244+03:00,30_40,no_formal_education,2_5_years,4_6_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,moderately_satisfied,slightly_accessible,no,moderate,remained_the_same,limited_market_access,moderately,,,,,,,,,
2025-07-17T16:43:13.240+03:00,2025-07-17T16:45:00.196+03:00,30_40,no_formal_education,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,moderately_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:44:23.300+03:00,2025-07-17T16:45:09.462+03:00,below_30,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,slightly,never,slightly,very_willing,no,,slightly_effective,yes,yes,slightly_satisfied,slightly_accessible,yes,very_low,decreased,lack_of_access_to_resources,not_at_all,,,,,,,,,
2025-07-17T16:45:00.330+03:00,2025-07-17T16:46:25.280+03:00,below_30,no_formal_education,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,moderately,,,,,,,,,
2025-07-17T16:45:09.487+03:00,2025-07-17T16:46:37.075+03:00,below_30,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,not_at_all,occasionally,slightly,slightly_willing,no,,slightly_effective,no,no,slightly_satisfied,slightly_accessible,no,moderate,remained_the_same,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:46:25.413+03:00,2025-07-17T16:49:24.080+03:00,30_40,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:49:24.173+03:00,2025-07-17T16:50:31.001+03:00,41_50,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,climate_factors,slightly,,,,,,,,,
2025-07-17T16:50:31.093+03:00,2025-07-17T16:51:30.339+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,no,slightly_satisfied,slightly_accessible,yes,moderate,remained_the_same,lack_of_information_exchange,moderately,,,,,,,,,
2025-07-17T16:51:30.439+03:00,2025-07-17T16:52:26.758+03:00,30_40,,2_5_years,4_6_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:46:37.101+03:00,2025-07-17T16:53:29.802+03:00,below_30,no_formal_education,2_5_years,1_3_acres,no,,,,moderately,frequently,moderately,slightly_willing,no,,slightly_effective,yes,yes,slightly_satisfied,slightly_accessible,no,moderate,remained_the_same,climate_factors,moderately,,,,,,,,,
2025-07-17T16:52:26.865+03:00,2025-07-17T16:54:25.193+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,remained_the_same,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:54:25.302+03:00,2025-07-17T16:55:15.740+03:00,30_40,no_formal_education,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:53:29.869+03:00,2025-07-17T16:55:44.889+03:00,41_50,no_formal_education,2_5_years,1_3_acres,no,,,,moderately,frequently,moderately,moderately_willing,yes,occasionally,moderately_effective,yes,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:55:15.836+03:00,2025-07-17T16:56:08.867+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:55:44.916+03:00,2025-07-17T16:56:26.759+03:00,30_40,no_formal_education,6_10_years,1_3_acres,,,,,not_at_all,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,moderately_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:56:26.792+03:00,2025-07-17T16:57:03.392+03:00,below_30,no_formal_education,less_than_2_years,1_3_acres,no,,,,not_at_all,occasionally,not_at_all,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:56:08.984+03:00,2025-07-17T16:57:10.853+03:00,above_50,primary,6_10_years,4_6_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,yes,yes,slightly_satisfied,slightly_accessible,yes,moderate,increased,climate_factors,slightly,,,,,,,,,
2025-07-17T16:57:10.962+03:00,2025-07-17T16:58:02.002+03:00,30_40,primary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,moderate,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T16:58:02.102+03:00,2025-07-17T16:59:19.674+03:00,below_30,no_formal_education,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,yes,yes,slightly_satisfied,slightly_accessible,yes,low,increased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:57:03.414+03:00,2025-07-17T16:59:38.295+03:00,41_50,no_formal_education,6_10_years,1_3_acres,no,,,,slightly,occasionally,slightly,not_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,very_low,decreased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T16:59:19.776+03:00,2025-07-17T17:01:36.628+03:00,41_50,primary,2_5_years,1_3_acres,no,,,,slightly,frequently,moderately,moderately_willing,no,,not_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T16:59:38.339+03:00,2025-07-17T17:02:21.318+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,moderately,frequently,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T17:01:36.723+03:00,2025-07-17T17:02:43.802+03:00,below_30,primary,less_than_2_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,not_effective,yes,yes,slightly_satisfied,moderately_accessible,yes,moderate,increased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T17:02:21.356+03:00,2025-07-17T17:03:13.023+03:00,above_50,no_formal_education,6_10_years,4_6_acres,yes,occasionally,slightly,average,moderately,frequently,moderately,moderately_willing,yes,occasionally,moderately_effective,yes,yes,moderately_satisfied,very_accessible,yes,high,increased,limited_market_access,moderately,,,,,,,,,
2025-07-17T17:02:43.914+03:00,2025-07-17T17:03:51.179+03:00,41_50,primary,less_than_2_years,1_3_acres,no,,,,moderately,occasionally,slightly,very_willing,no,,slightly_effective,yes,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T17:03:13.049+03:00,2025-07-17T17:04:22.164+03:00,below_30,no_formal_education,2_5_years,more_than_6_acres,yes,always,significantly,excellent,completely,always,significantly,very_willing,yes,frequently,very_effective,yes,yes,very_satisfied,moderately_accessible,yes,moderate,increased,climate_factors,moderately,,,,,,,,,
2025-07-17T17:04:22.189+03:00,2025-07-17T17:05:16.420+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,not_at_all,not_willing,no,,slightly_effective,no,yes,slightly_satisfied,moderately_accessible,yes,moderate,remained_the_same,limited_market_access,moderately,,,,,,,,,
2025-07-17T17:03:51.282+03:00,2025-07-17T17:06:02.413+03:00,above_50,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,frequently,moderately,moderately_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,limited_market_access,slightly,,,,,,,,,
2025-07-17T17:05:17.912+03:00,2025-07-17T17:08:48.511+03:00,below_30,primary,less_than_2_years,1_3_acres,no,,,,slightly,frequently,slightly,slightly_willing,no,,moderately_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,significantly,,,,,,,,,
2025-07-17T17:08:48.711+03:00,2025-07-17T17:10:10.209+03:00,30_40,primary,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,slightly_willing,no,,slightly_effective,no,yes,moderately_satisfied,moderately_accessible,yes,moderate,increased,lack_of_access_to_resources,moderately,,,,,,,,,
2025-07-17T17:10:10.305+03:00,2025-07-17T17:13:49.200+03:00,41_50,no_formal_education,6_10_years,1_3_acres,no,,,,moderately,frequently,slightly,moderately_willing,no,,slightly_effective,no,yes,slightly_satisfied,moderately_accessible,no,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T17:13:49.313+03:00,2025-07-17T17:14:57.000+03:00,below_30,primary,2_5_years,1_3_acres,no,,,,moderately,occasionally,moderately,moderately_willing,no,,slightly_effective,no,yes,moderately_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T17:05:16.444+03:00,2025-07-17T17:15:58.496+03:00,below_30,no_formal_education,less_than_2_years,4_6_acres,yes,always,significantly,excellent,moderately,frequently,moderately,moderately_willing,yes,occasionally,moderately_effective,yes,yes,very_satisfied,moderately_accessible,yes,moderate,remained_the_same,climate_factors,slightly,,,,,,,,,
2025-07-17T17:14:57.110+03:00,2025-07-17T17:16:29.298+03:00,below_30,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,frequently,slightly,slightly_willing,no,,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,yes,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T17:15:58.522+03:00,2025-07-17T17:16:49.896+03:00,below_30,no_formal_education,less_than_2_years,less_than_1_acre,no,,,,slightly,occasionally,slightly,very_willing,no,,not_effective,no,yes,slightly_satisfied,moderately_accessible,no,very_low,decreased,climate_factors,moderately,,,,,,,,,
2025-07-17T17:16:49.919+03:00,2025-07-17T17:17:22.118+03:00,below_30,no_formal_education,2_5_years,1_3_acres,,,,,slightly,occasionally,moderately,moderately_willing,no,,slightly_effective,no,yes,moderately_satisfied,very_accessible,no,moderate,remained_the_same,lack_of_access_to_resources,slightly,,,,,,,,,
2025-07-17T17:16:29.394+03:00,2025-07-17T17:17:38.063+03:00,41_50,primary,6_10_years,1_3_acres,no,,,,moderately,frequently,slightly,slightly_willing,no,,not_effective,no,yes,slightly_satisfied,moderately_accessible,no,low,decreased,lack_of_information_exchange,slightly,,,,,,,,,
2025-07-17T17:17:22.140+03:00,2025-07-17T17:18:19.506+03:00,41_50,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,not_at_all,slightly_willing,yes,rarely,slightly_effective,no,yes,slightly_satisfied,slightly_accessible,no,moderate,decreased,climate_factors,moderately,,,,,,,,,
2025-07-17T17:18:19.530+03:00,2025-07-17T17:18:48.941+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,moderately,frequently,slightly,slightly_willing,no,,moderately_effective,no,yes,slightly_satisfied,slightly_accessible,no,low,decreased,climate_factors,slightly,,,,,,,,,
2025-07-17T17:17:38.182+03:00,2025-07-17T17:20:17.969+03:00,30_40,no_formal_education,2_5_years,1_3_acres,no,,,,slightly,occasionally,slightly,very_willing,no,,not_effective,no,yes,moderately_satisfied,moderately_accessible,yes,very_low,decreased,lack_of_information_exchange,significantly,,,,,,,,,
2025-07-17T17:18:48.964+03:00,2025-07-17T17:21:42.816+03:00,above_50,no_formal_education,more_than_10_years,4_6_acres,yes,always,significantly,excellent,completely,always,significantly,very_willing,yes,frequently,very_effective,yes,yes,very_satisfied,very_accessible,yes,high,increased,lack_of_access_to_resources,moderately,,,,,,,,,
